#,Building,Images,Height,Floors,Building type,Year,Status
972,Eckhart Apartments,3,232 ft,20,high-rise building,1965,
973,Clark Place Apartments,2,232 ft,20,high-rise building,1984,
974,Edison Building,3,232 ft,20,high-rise building,1907,
975,Towers Condominium,1,232 ft,20,high-rise building,1973,
976,25 East Washington,10,232 ft,20,high-rise building,1914,
977,Pioneer Village,3,232 ft,20,high-rise building,1981,
978,Majestic Building,3,232 ft,20,high-rise building,1905,
979,2950 North Sheridan,,220 ft,19,high-rise building,2017,
980,New City Apartments,2,220 ft,19,high-rise building,2015,
981,Catalyst,,220 ft,19,high-rise building,2014,
982,Sherway Tower,1,220 ft,19,high-rise building,1979,
983,Grace Street Towers,5,220 ft,19,high-rise building,1975,
984,444 West Fullerton,1,220 ft,19,high-rise building,1972,
985,Mary Hartwell Catherwood I,2,220 ft,19,high-rise building,1969,
986,Winthrop Tower Cooperative,3,220 ft,19,high-rise building,1969,
987,Sunnyside Apartments,2,220 ft,19,high-rise building,1969,
988,7345 South Shore Drive,2,220 ft,19,high-rise building,1963,
989,4100 North Marine Drive,3,220 ft,19,high-rise building,1958,
990,1448 North Lake Shore Drive,3,220 ft,19,high-rise building,1927,
991,2130 North Lincoln Park West,2,220 ft,19,high-rise building,1927,
992,20 East Cedar,8,220 ft,19,high-rise building,1925,
993,Stevens Building,1,220 ft,19,high-rise building,1913,
994,Steger Building,1,220 ft,19,high-rise building,1910,
995,3110 North Sheridan,1,220 ft,19,high-rise building,1965,
996,LaSalle Towers Apartments,6,220 ft,19,high-rise building,1929,
997,1120 LaSalle Drive,2,220 ft,19,high-rise building,1981,
998,2555 North Clark,1,220 ft,19,high-rise building,1987,
999,Van Buren Park Apartments,1,220 ft,19,high-rise building,1983,
"1,000",30 East Elm,2,220 ft,19,high-rise building,1960,
"1,001",James J. Mertz Hall,1,220 ft,19,high-rise building,1969,
"1,002",Heyworth Building,4,220 ft,19,high-rise building,1905,
"1,003",Jackson Towers,7,220 ft,19,high-rise building,1925,
"1,004",Fashion Trades Building,1,220 ft,19,high-rise building,1930,
"1,005",Worcester House,2,220 ft,19,high-rise building,1926,
"1,006",Lake Vista North,6,220 ft,19,high-rise building,1924,
"1,007",1420 North Lake Shore Drive,2,220 ft,19,high-rise building,1929,
"1,008",222 East Chestnut,1,220 ft,19,high-rise building,1928,
"1,009",211 West Wacker,5,220 ft,19,high-rise building,1928,
"1,010",Niche 905,,209 ft,18,high-rise building,2017,
"1,011",Xavier,,209 ft,18,high-rise building,2015,
"1,012",Tarry Research Building,3,209 ft,18,high-rise building,1990,
"1,013",AOA Building,3,209 ft,18,high-rise building,1987,
"1,014",211 East Ontario,3,209 ft,18,high-rise building,1984,
"1,015",Morningside North,2,209 ft,18,high-rise building,1981,
"1,016",707 West Waveland,1,209 ft,18,high-rise building,1974,
"1,017",5471 South Hyde Park Boulevard,5,209 ft,18,high-rise building,1971,
"1,018",Sheridan-Gunnison Apartments,2,209 ft,18,high-rise building,1968,
"1,019",Flamingo Apartments,12,209 ft,18,high-rise building,1927,
"1,020",2430 North Lakeview,1,209 ft,18,high-rise building,1927,
"1,021",Wolberg Hall,3,209 ft,18,high-rise building,-,
"1,022",Parkview Tower Apartments,,209 ft,18,high-rise building,1970,
"1,023",Smith-Blair House,1,209 ft,18,high-rise building,1980,
"1,024",Abbott Hall,1,209 ft,18,high-rise building,1939,
"1,025",Franklin Exchange Building,1,209 ft,18,high-rise building,1930,
"1,026",Garfield Park Apartments,1,209 ft,18,high-rise building,1964,
"1,027",River Center,2,209 ft,18,high-rise building,1913,
"1,028",The Mayfair Condominiums,1,209 ft,18,high-rise building,1924,
"1,029",Montrose Apartments,1,209 ft,18,high-rise building,1981,
"1,030",Fullerton Parkway Towers,3,209 ft,18,high-rise building,1928,
"1,031",33 East Cedar,1,209 ft,18,high-rise building,1960,
"1,032",Gold Coast Condominium,1,209 ft,18,high-rise building,1970,
"1,033",Delaware Towers,2,209 ft,18,high-rise building,1927,
"1,034",1516 North State Parkway,1,209 ft,18,high-rise building,1975,
"1,035",East-West Student Life Center,,197 ft,17,high-rise building,2013,
"1,036",Conrad Chicago Hotel,17,197 ft,17,high-rise building,2000,
"1,037",Granada Centre,1,197 ft,17,high-rise building,1991,
"1,038",Alpha Tower,1,197 ft,17,high-rise building,1983,
"1,039",Lincoln Park Plaza,2,197 ft,17,high-rise building,1982,
"1,040",Albany Terrace,5,197 ft,17,high-rise building,1974,
"1,041",Lincoln Park Villas,2,197 ft,17,high-rise building,1974,
"1,042",Granville Apartments,2,197 ft,17,high-rise building,-,
"1,043",5421 South Cornell,19,197 ft,17,high-rise building,1929,
"1,044",Sheridan-Grace Apartments,1,197 ft,17,high-rise building,1927,
"1,045",3750 North Lake Shore Drive,1,197 ft,17,high-rise building,1927,
"1,046",1540 North Lake Shore Drive,3,197 ft,17,high-rise building,1926,
"1,047",Hotel Julian,7,197 ft,17,high-rise building,1912,
"1,048",Lake View Building,4,197 ft,17,high-rise building,1912,
"1,049",Santa Fe Building,15,,17,high-rise building,1904,
"1,050",Old Colony Building,8,,17,high-rise building,1894,
"1,051",533 West Barry,2,197 ft,17,high-rise building,1966,
"1,052",65 East Scott,1,197 ft,17,high-rise building,1971,
"1,053",The Patricians,1,197 ft,17,high-rise building,1928,
"1,054",Mentor Building,1,197 ft,17,high-rise building,1906,
"1,055",40 East Delaware,2,197 ft,17,high-rise building,1926,
"1,056",30 East Division,2,197 ft,17,high-rise building,1972,
"1,057",5 North Wabash,2,197 ft,17,high-rise building,1910,
"1,058",River City,10,197 ft,17,high-rise building,1986,
"1,059",1400 North State Parkway,4,197 ft,17,high-rise building,1960,
"1,060",Lake Shore Tower Co-op,2,197 ft,17,high-rise building,1928,
"1,061",Gallery 1250,2,197 ft,17,high-rise building,1986,
"1,062",Canterbury Court,1,197 ft,17,high-rise building,1928,
"1,063",21 West Chestnut,4,197 ft,17,high-rise building,1999,
"1,064",30 East,,185 ft,16,high-rise building,2017,
"1,065",UIC Single Student Residence,5,185 ft,16,high-rise building,1979,
"1,066",North Park Tower,1,185 ft,16,high-rise building,1974,
"1,067",North Eastwood Shores Apartments,6,185 ft,16,high-rise building,1969,
"1,068",Thorndale Beach Condominium,2,185 ft,16,high-rise building,1966,
"1,069",Thomas Flannery Apartments I,2,185 ft,16,high-rise building,1965,
"1,070",Thomas Flannery Apartments II,1,185 ft,16,high-rise building,1965,
"1,071",Polo Tower,3,185 ft,16,high-rise building,1951,
"1,072",1335 North Astor,4,185 ft,16,high-rise building,1951,
"1,073",1260 North Astor,11,185 ft,16,high-rise building,1932,
"1,074",2000 North Lincoln Park West,6,185 ft,16,high-rise building,1930,
"1,075",3300 North Lake Shore Drive,1,185 ft,16,high-rise building,1927,
"1,076",Shorewind Apartments,2,185 ft,16,high-rise building,1927,
"1,077",Lewis Center,3,185 ft,16,high-rise building,1917,
"1,078",The Boulevard,6,185 ft,16,high-rise building,1912,
"1,079",Alexandroff Campus Center,4,185 ft,16,high-rise building,1907,
"1,080",Manhattan Building,9,185 ft,16,high-rise building,1891,
"1,081",St. Mary of Nazareth Hospital,12,185 ft,16,high-rise building,1975,
"1,082",Shore Line Condominium,3,185 ft,16,high-rise building,1927,
"1,083",Criminal Courts Administration Building,4,185 ft,16,high-rise building,1974,
"1,084",UIC College of Medicine,3,185 ft,16,high-rise building,1936,
"1,085",Talbott Hotel,6,185 ft,16,high-rise building,1926,
"1,086",Hotel Allegro,6,185 ft,16,high-rise building,1926,
"1,087",Chicago Bar Association Building,12,185 ft,16,high-rise building,1990,
"1,088",1170 West Erie,2,185 ft,16,high-rise building,1970,
"1,089",The James Chicago,3,185 ft,16,high-rise building,1927,
"1,090",Commodore Apartments,1,185 ft,16,high-rise building,1968,
"1,091",4300 North Marine Drive,1,185 ft,16,high-rise building,1929,
"1,092",210 East Pearson,2,185 ft,16,high-rise building,1927,
"1,093",Dearborn Walk Apartments,2,185 ft,16,high-rise building,1972,
"1,094",1340 North Dearborn,1,185 ft,16,high-rise building,1971,
"1,095",Public Hotel Chicago,2,185 ft,16,high-rise building,1927,
"1,096",Crowne Plaza Chicago Metro,11,185 ft,16,high-rise building,1968,
"1,097",State Bank of India,2,185 ft,16,high-rise building,1893,
"1,098",Century Building,2,185 ft,16,high-rise building,1915,
"1,099",Fulton House Condominiums,8,185 ft,16,high-rise building,1908,
"1,100",Gibbons Building,2,185 ft,16,high-rise building,1912,
"1,101",Raffaello Hotel,7,185 ft,16,high-rise building,1926,
"1,102",Seneca Apartments,5,185 ft,16,high-rise building,1926,
"1,103",Judge Slater Apartments,2,185 ft,16,high-rise building,1966,
"1,104",3740 North Lake Shore Drive,1,185 ft,16,high-rise building,1924,
"1,105",3730 North Lake Shore Drive,1,185 ft,16,high-rise building,1924,
"1,106",LaSalle Court Apartments,1,185 ft,16,high-rise building,1930,
"1,107",Crandominium on the Lake,7,185 ft,16,high-rise building,1928,
"1,108",Winston Tower 4,1,185 ft,16,high-rise building,1969,
"1,109",Winston Tower 3,2,185 ft,16,high-rise building,1968,
"1,110",Delaware Apartments,1,185 ft,16,high-rise building,1927,
"1,111",Kenect West,,174 ft,15,high-rise building,2017,
"1,112",Campus North Residence Hall I,,174 ft,15,high-rise building,2016,
"1,113",1345 South Wabash,,174 ft,15,high-rise building,2015,
"1,114",Halsted Flats,,174 ft,15,high-rise building,2014,
"1,115",1339 North Dearborn,1,174 ft,15,high-rise building,1972,
"1,116",Ford City Condominiums,4,174 ft,15,high-rise building,1970,
"1,117",Jelke Building,5,174 ft,15,high-rise building,1965,
"1,118",441 West Oakdale,3,174 ft,15,high-rise building,1965,
"1,119",Wellington Place,2,174 ft,15,high-rise building,1951,
"1,120",Mundelein College Skyscraper,2,174 ft,15,high-rise building,1931,
"1,121",1530 North State Parkway,2,174 ft,15,high-rise building,1930,
"1,122",Tremont Hotel,4,174 ft,15,high-rise building,1927,
"1,123",Sullivan Center Southeast Annex,1,174 ft,15,high-rise building,1927,
"1,124",534 West Stratford Place,3,174 ft,15,high-rise building,1927,
"1,125",Aquitania Apartments,1,174 ft,15,high-rise building,1923,
"1,126",Federal Reserve Bank of Chicago,3,174 ft,15,high-rise building,1922,
"1,127",Lake-Wells Self Park,,,15,open-air structure,-,
"1,128",Lake Parc Place II,2,174 ft,15,high-rise building,1966,
"1,129",Lake Parc Place I,2,174 ft,15,high-rise building,1952,
"1,130",1320 North State Parkway,2,174 ft,15,high-rise building,1926,
"1,131",Red Roof Inn,9,174 ft,15,high-rise building,1926,
"1,132",Sears Merchandise Building Tower,1,174 ft,15,high-rise building,1906,
"1,133",Pavilion Apartments 2,2,174 ft,15,high-rise building,-,
"1,134",Park Edgewater,1,174 ft,15,high-rise building,1929,
"1,135",South Michigan Campus,4,174 ft,15,high-rise building,1922,
"1,136",The Blackwood,8,174 ft,15,high-rise building,1930,
"1,137",Stein Building,13,174 ft,15,high-rise building,1968,
"1,138",O&#039;Malley Place,1,174 ft,15,high-rise building,1928,
"1,139",70 East Cedar,2,174 ft,15,high-rise building,1926,
"1,140",Pavilion Apartments 4,1,174 ft,15,high-rise building,-,
"1,141",Pavilion Apartments 3,1,174 ft,15,high-rise building,-,
"1,142",Oakdale Towers,3,174 ft,15,high-rise building,1927,
"1,143",1301 North Astor,1,174 ft,15,high-rise building,1928,
"1,144",The Ivy Hotel,1,174 ft,15,high-rise building,1971,
"1,145",Dearborn Plaza Apartments,1,174 ft,15,high-rise building,1929,
"1,146",Park Lincoln Apartments,2,174 ft,15,high-rise building,1969,
"1,147",350 North LaSalle,6,174 ft,15,high-rise building,1990,
"1,148",Jackson Park Terrace,10,174 ft,15,high-rise building,1974,
"1,149",ACME Hotel Company Chicago,2,174 ft,15,high-rise building,1926,
"1,150",I Am Temple Building,6,174 ft,15,high-rise building,1916,
"1,151",One North State,1,174 ft,15,high-rise building,1912,
"1,152",5550 Dorchester Apartments,12,174 ft,15,high-rise building,1949,
"1,153",Pavilion Apartments 1,2,174 ft,15,high-rise building,-,
"1,154",6150 North Kenmore,1,174 ft,15,high-rise building,1967,
"1,155","Chicago, Burlington & Quincy Railroad Building",5,174 ft,15,high-rise building,1911,
"1,156",Sullivan Center East Annex,1,174 ft,15,high-rise building,1903,
"1,157",Wellington Arms,1,174 ft,15,high-rise building,1925,
"1,158",Hyatt Regency McCormick Place II,,162 ft,14,high-rise building,2013,
"1,159",Ronald McDonald House,,162 ft,14,high-rise building,2012,
"1,160",Michaels Terrace,4,162 ft,14,high-rise building,1990,
"1,161",Triangle Plaza East,4,162 ft,14,high-rise building,1985,
"1,162",Triangle Plaza West,3,162 ft,14,high-rise building,1985,
"1,163",Sheridan Ainslie Apartments,1,162 ft,14,high-rise building,1981,
"1,164",Winston Tower 5,1,162 ft,14,high-rise building,1972,
"1,165",Winston Tower 2,2,162 ft,14,high-rise building,1966,
"1,166",The Covington,1,162 ft,14,high-rise building,-,
"1,167",The Van der Rohe,1,162 ft,14,high-rise building,1951,
"1,168",Campus Tower Apartments,3,162 ft,14,high-rise building,1930,
"1,169",1321 East 56th Street,11,162 ft,14,high-rise building,1929,
"1,170",Commonwealth Towers,3,162 ft,14,high-rise building,1930,
"1,171",2912 North Commonwealth,4,162 ft,14,high-rise building,1929,
"1,172",Millennium Knickerbocker Hotel,1,162 ft,14,high-rise building,1927,
"1,173",Piccadilly Building,4,162 ft,14,high-rise building,1926,
"1,174",Midwest Apartments,1,162 ft,14,high-rise building,1926,
"1,175",University Club,19,162 ft,14,high-rise building,1909,
"1,176",Chicago Building,2,162 ft,14,high-rise building,1904,
"1,177",Congress Hotel Addition,4,162 ft,14,high-rise building,1907,
"1,178",Franklin-Van Buren Parking Garage,2,,14,open-air structure,-,
"1,179",Lakeside Press Building,3,162 ft,14,high-rise building,1928,
"1,180",2738 North Pine Grove,3,162 ft,14,high-rise building,1928,
"1,181",Harrison Street Lofts,3,162 ft,14,high-rise building,1998,
"1,182",LaSalle-Monroe Building,2,162 ft,14,high-rise building,1894,
"1,183",New Franklin Building,10,162 ft,14,high-rise building,1912,
"1,184",Northern Trust Bank Annex,2,162 ft,14,high-rise building,1965,
"1,185",Shoreline Park,1,162 ft,14,high-rise building,1950,
"1,186",1209 North Astor,3,162 ft,14,high-rise building,1926,
"1,187",Vivian Carter Apartments,1,162 ft,14,high-rise building,1971,
"1,188",Belmont House Apartments,3,162 ft,14,high-rise building,1923,
"1,189",City Colleges Headquarters,3,162 ft,14,high-rise building,1904,
"1,190",434 West Roscoe,1,162 ft,14,high-rise building,1928,
"1,191",Webster House Apartments,5,162 ft,14,high-rise building,1920,
"1,192",Astor Terrace,1,162 ft,14,high-rise building,1972,
"1,193",Chicago Hilton & Towers Addition,1,162 ft,14,high-rise building,1926,
"1,194",Intercounty Title Building,1,162 ft,14,high-rise building,1906,
"1,195",Astor-Banks Condominium,2,162 ft,14,high-rise building,1929,
"1,196",Clarendon Courts,4,151 ft,13,high-rise building,1980,
"1,197",Heiwa Terrace,2,151 ft,13,high-rise building,1980,
"1,198",LaSalle Division Apartments,2,151 ft,13,high-rise building,1974,
"1,199",450 West Briar,1,151 ft,13,high-rise building,1972,
"1,200",Wicker Park Annex,1,151 ft,13,high-rise building,1968,
"1,201",Armour Square I,1,151 ft,13,high-rise building,1965,
"1,202",Armour Square II,1,151 ft,13,high-rise building,1965,
"1,203",Wicker Park Apartments,1,151 ft,13,high-rise building,1964,
"1,204",Realtor Building,1,151 ft,13,high-rise building,1963,
"1,205",Lake Terrace,2,151 ft,13,high-rise building,1959,
"1,206",5815 North Sheridan,3,151 ft,13,high-rise building,1952,
"1,207",4750 North Clarendon,5,151 ft,13,high-rise building,1951,
"1,208",Scholars Corner Apartments,13,151 ft,13,high-rise building,1930,
"1,209",Wyndham Apartments,4,151 ft,13,high-rise building,1929,
"1,210",7321 South Shore Drive,4,151 ft,13,high-rise building,1928,
"1,211",The Coastland,3,151 ft,13,high-rise building,1928,
"1,212",Shoreland Hall,9,151 ft,13,high-rise building,1926,
"1,213",Macy&#039;s at State Street,36,151 ft,13,high-rise building,1914,
"1,214",Adams & Wabash Self Park,,,13,open-air structure,-,
"1,215",Franklin Self Park Garage,,,13,open-air structure,-,
"1,216",Arthur Rubloff Building,3,151 ft,13,high-rise building,1984,
"1,217",The Farcroft,2,151 ft,13,high-rise building,1928,
"1,218",7300 South Shore Drive,2,151 ft,13,high-rise building,1929,
"1,219",Lawndale Terrace,5,151 ft,13,high-rise building,1981,
"1,220",Long Life Apartments,2,151 ft,13,high-rise building,1963,
"1,221",Winthrop Towers,3,151 ft,13,high-rise building,1927,
"1,222",Dixon Building,3,151 ft,13,high-rise building,1908,
"1,223",Morningside Apartments,3,151 ft,13,high-rise building,1978,
"1,224",The Ambassador,1,151 ft,13,high-rise building,1919,
"1,225",Spring Grove Apartments,1,151 ft,13,high-rise building,1967,
"1,226",Kellogg Pavilion,3,151 ft,13,high-rise building,1956,
"1,227",Boyce Building,2,151 ft,13,high-rise building,1912,
"1,228",431 West Roscoe,4,151 ft,13,high-rise building,1927,
"1,229",516 West Briar,1,151 ft,13,high-rise building,1966,
"1,230",Hotel Monaco,7,151 ft,13,high-rise building,1912,
"1,231",UIC Psychiatric Institute,2,151 ft,13,high-rise building,1957,
"1,232",Bittersweet Apartments,3,151 ft,13,high-rise building,1928,
"1,233",740 South Federal Street,4,151 ft,13,high-rise building,1913,
"1,234",Bridgeview Bank Uptown,17,151 ft,13,high-rise building,1924,
"1,235",Hotel Indigo,1,151 ft,13,high-rise building,1924,
"1,236",Paul G. Stewart Apartments 3,1,151 ft,13,high-rise building,1996,
"1,237",443 West Wrightwood,4,151 ft,13,high-rise building,1928,
"1,238",UIC Science & Engineering Offices,2,151 ft,13,high-rise building,1967,
"1,239",Sharp Building,4,151 ft,13,high-rise building,1903,
"1,240",Schneider Apartments,,151 ft,13,high-rise building,1976,
"1,241",The Grandeur,1,151 ft,13,high-rise building,-,
"1,242",780 South Federal Street,1,151 ft,13,high-rise building,1913,
"1,243",180 West Washington,10,151 ft,13,high-rise building,1929,
"1,244",Windermere House,25,151 ft,13,high-rise building,1923,
"1,245",73 East Elm,1,151 ft,13,high-rise building,1928,
"1,246",Astor House,5,151 ft,13,high-rise building,1928,
"1,247",442 West Wellington,2,151 ft,13,high-rise building,1926,
"1,248",Jeffery-Cyril Apartments,2,151 ft,13,high-rise building,1928,
"1,249",Silver Cloud Condominiums,8,151 ft,13,high-rise building,1928,
"1,250",451 West Wrightwood,4,151 ft,13,high-rise building,1928,
"1,251",Tripp Lite Industrial Building,,151 ft,13,high-rise building,1929,
"1,252",MiCA South Tower,,139 ft,12,high-rise building,2016,
"1,253",Harper Court South Tower,,139 ft,12,high-rise building,2013,
"1,254",Park Newberry,3,139 ft,12,high-rise building,1998,
"1,255",Hampton Inn & Suites Chicago Downtown,6,139 ft,12,high-rise building,1998,
"1,256",Good Shepherd Manor,1,139 ft,12,high-rise building,1979,
"1,257",Park Bank,7,139 ft,12,high-rise building,1974,
"1,258",Medical District City Apartments South,1,139 ft,12,high-rise building,1972,
"1,259",Medical District City Apartments North,1,139 ft,12,high-rise building,1972,
"1,260",Indiana Terrace,1,139 ft,12,high-rise building,1971,
"1,261",UIC College of Nursing,1,139 ft,12,high-rise building,1968,
"1,262",Granada Towers,1,139 ft,12,high-rise building,1966,
"1,263",Lake Meadows 8,1,139 ft,12,high-rise building,1955,
"1,264",Brockton Apartments,1,139 ft,12,high-rise building,1950,
"1,265",The Uptown Regency,6,139 ft,12,high-rise building,1930,
"1,266",Norman Apartments,15,139 ft,12,high-rise building,1929,
"1,267",The Bryn Mawr,5,139 ft,12,high-rise building,1928,
"1,268",Hotel Felix,,139 ft,12,high-rise building,1927,
"1,269",300 West Adams,1,139 ft,12,high-rise building,1927,
"1,270",The Mayfair,4,139 ft,12,high-rise building,-,
"1,271",Parc Lane Apartments,1,139 ft,12,high-rise building,1927,
"1,272",The Pierre,2,139 ft,12,high-rise building,1919,
"1,273",888 South Michigan,4,,12,high-rise building,1913,
"1,274",Brooks Building,2,139 ft,12,high-rise building,1910,
"1,275",Gage Building,2,139 ft,12,high-rise building,1902,
"1,276",State-Kinzie-Wabash Self Park,,,12,open-air structure,-,
"1,277",WMW Self Park,,,12,open-air structure,-,
"1,278",Northwestern Memorial Main Parking Garage,,,12,open-air structure,-,
"1,279",Standard Parking Erie-McClurg,,,12,open-air structure,1986,
"1,280",Wabash-Randolph Self Park,,,12,open-air structure,1990,
"1,281",900 North Kingsbury,,139 ft,12,high-rise building,1917,
"1,282",Erie-Ontario Self Park,,,12,open-air structure,-,
"1,283",Theatre District Self Park,,,12,open-air structure,1987,
"1,284",325 North Wells,1,139 ft,12,high-rise building,1914,
"1,285",University Station,3,139 ft,12,high-rise building,2006,
"1,286",Del Prado Apartments,1,139 ft,12,high-rise building,1918,
"1,287",Buena Pointe,1,139 ft,12,high-rise building,2004,
"1,288","Presidents Plaza II, South Tower",1,139 ft,12,high-rise building,1983,
"1,289",ABC Building,1,139 ft,12,high-rise building,1917,
"1,290",Lake Meadows 6,1,139 ft,12,high-rise building,-,
"1,291",Lake Meadows 9,1,139 ft,12,high-rise building,-,
"1,292",Lake Meadows 7,1,139 ft,12,high-rise building,-,
"1,293",Lake Meadows 10,1,139 ft,12,high-rise building,-,
"1,294",Lake Park Manor,2,139 ft,12,high-rise building,1970,
"1,295","Presidents Plaza I, South Tower",1,139 ft,12,high-rise building,1981,
"1,296",Hyde Park West Apartments,7,139 ft,12,high-rise building,1968,
"1,297",America-Fore Building,6,139 ft,12,high-rise building,1923,
"1,298",Commonwealth Apartments,1,139 ft,12,high-rise building,1924,
"1,299",The Terraces at Dearborn Park,5,139 ft,12,high-rise building,1983,
"1,300",Pope Building,4,139 ft,12,high-rise building,1904,
"1,301",Sheridan Plaza,3,139 ft,12,high-rise building,1920,
"1,302",Morton Building,3,139 ft,12,high-rise building,1896,
"1,303",City View Condominiums I,2,139 ft,12,high-rise building,1991,
"1,304",Lawrence House,2,139 ft,12,high-rise building,1928,
"1,305",Gold Coast Suites,2,139 ft,12,high-rise building,1927,
"1,306",Hartman Building,2,139 ft,12,high-rise building,1923,
"1,307",Crowell Hall,2,139 ft,12,high-rise building,1937,
"1,308",Patten Building,5,139 ft,12,high-rise building,1905,
"1,309",Harrison Hotel,3,139 ft,12,high-rise building,1930,
"1,310",Rush Professional Building,5,139 ft,12,high-rise building,1980,
"1,311",209 West Jackson,1,139 ft,12,high-rise building,1918,
"1,312",Parkshore Apartments,9,139 ft,12,high-rise building,1926,
"1,313",Campbell Terrace Apartments,2,139 ft,12,high-rise building,1984,
"1,314",Stewart Apartments,5,139 ft,12,high-rise building,1912,
"1,315",City View Condominiums II,3,139 ft,12,high-rise building,1991,
"1,316",National Life Building,4,139 ft,12,high-rise building,1902,
"1,317",1550 North State Parkway,5,139 ft,12,high-rise building,1918,
"1,318",Junior Tower Apartments,2,139 ft,12,high-rise building,-,
"1,319",2450 North Lakeview,3,139 ft,12,high-rise building,1923,
"1,320",Winston Tower 1,1,139 ft,12,high-rise building,1964,
"1,321",231 East Delaware,1,139 ft,12,high-rise building,1922,
"1,322",Elizabeth Arden Building,3,139 ft,12,high-rise building,1926,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
